date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:33:40	62180/62180	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2014:33:39%20GMT	https://www.malaysia.travel/explore/kellie-s-castle	C:/ICM561/link%204/link%204/www.malaysia.travel/explore/kellie-s-castle.html	(from )
22:33:41	24/24	---M--	200	added ('OK')	text/plain	etag:%2264ea78d7-18%22	https://www.malaysia.travel/robots.txt		(from )
22:33:41	59183/59183	---M--	200	added ('OK')	image/jpeg	etag:%2261b844ce-f91a%22	https://www.malaysia.travel/storage/3839/conversions/80c08cfa5a22e81bbbc0ace820c13a93-thumb.jpg	C:/ICM561/link%204/link%204/www.malaysia.travel/storage/3839/conversions/80c08cfa5a22e81bbbc0ace820c13a93-thumb.jpg	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:41	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2016%20Dec%202024%2014:33:41%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/ICM561/link%204/link%204/www.googletagmanager.com/gtm.25445.delayed	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:42	5802/5802	---MCZ	200	added ('OK')	text/css	etag:W/%2264ea78d8-16aa%22	https://www.malaysia.travel/vendor/nouislider/nouislider.css	C:/ICM561/link%204/link%204/www.malaysia.travel/vendor/nouislider/nouislider.css	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:42	4744/4744	---MCZ	200	added ('OK')	text/css	etag:W/%2264ea78d8-1288%22	https://www.malaysia.travel/vendor/owl.carousel/assets/owl.carousel.css	C:/ICM561/link%204/link%204/www.malaysia.travel/vendor/owl.carousel/assets/owl.carousel.css	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:42	19779/19779	---M-Z	200	added ('OK')	text/css	etag:%225eb03cf2-4d43%22	https://cdnjs.cloudflare.com/ajax/libs/Swiper/4.4.1/css/swiper.min.css	C:/ICM561/link%204/link%204/cdnjs.cloudflare.com/ajax/libs/Swiper/4.4.1/css/swiper.min.css	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:42	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%2264ea78d8-1b27%22	https://www.malaysia.travel/vendor/magnific-popup/magnific-popup.css	C:/ICM561/link%204/link%204/www.malaysia.travel/vendor/magnific-popup/magnific-popup.css	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:43	281954/281954	---MCZ	200	added ('OK')	text/css	etag:W/%2267590156-44d62%22	https://www.malaysia.travel/css/app.css?v=1733886294	C:/ICM561/link%204/link%204/www.malaysia.travel/css/app626a.css	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:43	3578/3578	---MCZ	200	added ('OK')	text/css	etag:W/%2264ea78d7-dfa%22	https://www.malaysia.travel/css/custom.css?v=1693087959	C:/ICM561/link%204/link%204/www.malaysia.travel/css/customc095.css	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:43	59305/59305	---M-Z	200	added ('OK')	text/css	etag:%22613fa20b-3171%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	C:/ICM561/link%204/link%204/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:43	86659/86659	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ea78d7-15283%22	https://www.malaysia.travel/js/jquery.min.js	C:/ICM561/link%204/link%204/www.malaysia.travel/js/jquery.min.js	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:44	3559/3559	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ea78d7-de7%22	https://www.malaysia.travel/js/map-config.js	C:/ICM561/link%204/link%204/www.malaysia.travel/js/map-config.js	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:44	3293/3293	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ea78d7-cdd%22	https://www.malaysia.travel/js/map-interact.js	C:/ICM561/link%204/link%204/www.malaysia.travel/js/map-interact.js	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:44	11073/11073	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ea78d7-2b41%22	https://www.malaysia.travel/js/pins-config.js	C:/ICM561/link%204/link%204/www.malaysia.travel/js/pins-config.js	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:44	1247/1247	---MCZ	200	added ('OK')	text/css	etag:W/%2267526c5a-4df%22	https://www.malaysia.travel/vendor/bootstrap-toc/bootstrap-toc.min.css	C:/ICM561/link%204/link%204/www.malaysia.travel/vendor/bootstrap-toc/bootstrap-toc.min.css	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:44	3555/3555	---M--	200	added ('OK')	image/png	etag:%2265247201-14cc%22	https://www.malaysia.travel/img/trulyasia-logo-black.png	C:/ICM561/link%204/link%204/www.malaysia.travel/img/trulyasia-logo-black.png	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:45	168758/168758	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2014:33:44%20GMT	https://www.malaysia.travel/explore/map	C:/ICM561/link%204/link%204/www.malaysia.travel/explore/map.html	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:45	800/800	---M--	200	added ('OK')	image/png	etag:%2264ea78d7-476%22	https://www.malaysia.travel/img/placer/icon-map.png	C:/ICM561/link%204/link%204/www.malaysia.travel/img/placer/icon-map.png	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:45	3152/3152	---MCZ	200	added ('OK')	application/javascript	etag:W/%223ae23968c16ec39faa9f97db5ea5195b%22	https://static.addtoany.com/menu/page.js	C:/ICM561/link%204/link%204/static.addtoany.com/menu/page.js	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:46	250781/250781	---M--	200	added ('OK')	image/jpeg	etag:%2261b843b4-3d39d%22	https://www.malaysia.travel/storage/photos/254/kelliecastle_hero.jpg	C:/ICM561/link%204/link%204/www.malaysia.travel/storage/photos/254/kelliecastle_hero.jpg	(from https://www.malaysia.travel/explore/kellie-s-castle)
22:33:47	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Dec%202024%2014:33:45%20GMT	http://cdn.public.n1ed.com/V2MWDFLT/widgets.js	C:/ICM561/link%204/link%204/cdn.public.n1ed.com/V2MWDFLT/widgets.14.delayed	(from https://www.malaysia.travel/explore/kellie-s-castle)
